wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
L,村上 頌樹,6,101,23,5,2,7,2,0,0,3,3,坂本,2026/03/27,巨人,1,2026RS
,桐敷 拓馬,1,11,3,0,0,0,0,0,0,0,0,坂本,2026/03/27,巨人,0,2026RS
,湯浅 京己,1,11,3,1,0,0,0,0,0,0,0,坂本,2026/03/27,巨人,0,2026RS
W,高橋 遥人,9,112,32,3,0,6,2,0,0,0,0,伏見,2026/03/28,巨人,1,2026RS
,伊藤 将司,2.1,39,13,6,0,1,1,0,0,3,3,伏見,2026/03/29,巨人,1,2026RS
H,早川 太貴,1.2,36,6,1,0,2,0,0,0,0,0,伏見,2026/03/29,巨人,0,2026RS
,湯浅 京己,1,19,5,2,1,1,1,0,0,2,2,伏見,2026/03/29,巨人,0,2026RS
H,ドリス,1,17,3,0,0,0,0,0,0,0,0,伏見,2026/03/29,巨人,0,2026RS
W,及川 雅貴,1,15,4,1,1,1,0,0,0,1,1,坂本,2026/03/29,巨人,0,2026RS
H,モレッタ,1,23,5,1,0,1,1,0,0,0,0,坂本,2026/03/29,巨人,0,2026RS
,岩崎 優,1,15,4,1,0,1,0,0,0,0,0,坂本,2026/03/29,巨人,0,2026RS
W,才木 浩人,6,111,24,4,1,5,3,0,0,1,1,坂本,2026/03/31,DeNA,1,2026RS
H,桐敷 拓馬,1,18,5,2,0,0,0,0,0,0,0,坂本,2026/03/31,DeNA,0,2026RS
H,ドリス,1,20,5,2,0,2,0,0,0,0,0,坂本,2026/03/31,DeNA,0,2026RS
S,岩崎 優,1,20,5,2,0,2,0,0,0,0,0,坂本,2026/03/31,DeNA,0,2026RS
L,ルーカス,4.2,106,22,7,1,6,2,0,0,4,4,伏見,2026/04/01,DeNA,1,2026RS
,木下 里都,0.1,3,1,0,0,0,0,0,0,0,0,伏見,2026/04/01,DeNA,0,2026RS
,石黒 佑弥,2,30,7,0,0,4,1,0,0,0,0,坂本,2026/04/01,DeNA,0,2026RS
,湯浅 京己,1,16,3,1,0,1,0,0,0,0,0,坂本,2026/04/01,DeNA,0,2026RS
,モレッタ,1,18,3,0,0,3,0,0,0,0,0,坂本,2026/04/01,DeNA,0,2026RS
W,伊原 陵人,5,87,18,1,0,3,2,1,0,1,1,坂本,2026/04/02,DeNA,1,2026RS
H,ドリス,1,19,6,2,0,1,1,0,0,1,1,坂本,2026/04/02,DeNA,0,2026RS
H,モレッタ,1,8,3,0,0,0,0,0,0,0,0,坂本,2026/04/02,DeNA,0,2026RS
H,及川 雅貴,1,25,5,2,0,0,1,0,0,1,1,坂本,2026/04/02,DeNA,0,2026RS
S,岩崎 優,1,16,4,1,0,0,0,0,0,0,0,坂本,2026/04/02,DeNA,0,2026RS
W,村上 頌樹,7,109,25,3,0,6,2,0,0,1,1,坂本,2026/04/03,広島,1,2026RS
H,桐敷 拓馬,1,13,4,1,1,1,0,0,0,1,1,坂本,2026/04/03,広島,0,2026RS
S,岩崎 優,1,8,3,0,0,0,0,0,0,0,0,坂本,2026/04/03,広島,0,2026RS
,大竹 耕太郎,5,74,20,7,0,2,0,0,0,3,3,坂本,2026/04/04,広島,1,2026RS
,早川 太貴,1,16,5,1,0,1,1,0,0,0,0,坂本,2026/04/04,広島,0,2026RS
,木下 里都,2,44,11,5,2,1,0,0,0,2,2,坂本,2026/04/04,広島,0,2026RS
W,モレッタ,1,13,3,0,0,1,0,0,0,0,0,伏見,2026/04/04,広島,0,2026RS
S,ドリス,1,9,3,0,0,0,0,0,0,0,0,伏見,2026/04/04,広島,0,2026RS
,高橋 遥人,6,84,24,5,0,4,1,0,0,1,1,伏見,2026/04/05,広島,1,2026RS
,早川 太貴,1,12,4,1,0,1,0,0,0,0,0,伏見,2026/04/05,広島,0,2026RS
H,モレッタ,1,15,4,1,0,1,0,0,0,0,0,坂本,2026/04/05,広島,0,2026RS
L,桐敷 拓馬,0.1,11,2,1,1,1,0,0,0,1,1,坂本,2026/04/05,広島,0,2026RS
W,才木 浩人,8,105,29,5,1,16,0,0,0,3,2,坂本,2026/04/07,ヤクルト,1,2026RS
,湯浅 京己,1,12,3,0,0,2,0,0,0,0,0,坂本,2026/04/07,ヤクルト,0,2026RS
,ルーカス,5,70,19,5,0,6,0,0,0,1,1,坂本,2026/04/08,ヤクルト,1,2026RS
L,早川 太貴,1,33,7,3,0,1,1,0,0,2,2,坂本,2026/04/08,ヤクルト,0,2026RS
,湯浅 京己,1,20,3,0,0,1,0,0,0,0,0,坂本,2026/04/08,ヤクルト,0,2026RS
,ドリス,1,18,4,0,0,1,1,0,0,0,0,坂本,2026/04/08,ヤクルト,0,2026RS
,モレッタ,1,16,3,0,0,2,0,0,0,0,0,坂本,2026/04/08,ヤクルト,0,2026RS
W,茨木 秀俊,6,96,26,5,0,5,3,0,0,0,0,坂本,2026/04/09,ヤクルト,1,2026RS
S,桐敷 拓馬,1,12,4,1,0,0,0,0,0,0,0,坂本,2026/04/09,ヤクルト,0,2026RS
