wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
W,竹丸 和幸,6,79,22,3,0,5,2,0,0,1,1,岸田,2026/03/27,阪神,1,2026RS
H,船迫 大雅,1,14,4,0,0,0,0,1,0,0,0,岸田,2026/03/27,阪神,0,2026RS
H,北浦 竜次,1,11,3,0,0,1,0,0,0,0,0,岸田,2026/03/27,阪神,0,2026RS
S,田中 瑛斗,1,5,3,1,0,0,0,0,0,0,0,岸田,2026/03/27,阪神,0,2026RS
L,ハワード,6,97,25,4,0,7,4,0,0,1,0,岸田,2026/03/28,阪神,1,2026RS
,ルシアーノ,1,16,3,0,0,2,0,0,0,0,0,岸田,2026/03/28,阪神,0,2026RS
,中川 皓太,1,20,7,3,0,1,0,0,0,1,1,岸田,2026/03/28,阪神,0,2026RS
,田和 廉,1,15,4,0,0,2,1,0,0,0,0,岸田,2026/03/28,阪神,0,2026RS
,山城 京平,2.0,67,13,3,0,1,3,2,0,5,5,岸田,2026/03/29,阪神,1,2026RS
,赤星 優志,2,24,7,1,0,0,0,0,0,0,0,岸田,2026/03/29,阪神,0,2026RS
,泉 圭輔,1,15,4,1,0,0,1,0,0,0,0,岸田,2026/03/29,阪神,0,2026RS
H,ルシアーノ,1,15,3,1,0,0,0,0,0,0,0,岸田,2026/03/29,阪神,0,2026RS
,北浦 竜次,1.0,13,4,1,0,0,0,0,0,1,1,岸田,2026/03/29,阪神,0,2026RS
L,船迫 大雅,0.2,14,4,1,0,0,1,0,0,2,2,岸田,2026/03/29,阪神,0,2026RS
,中川 皓太,0.1,8,2,1,0,0,0,0,0,0,0,岸田,2026/03/29,阪神,0,2026RS
,石川 達也,1,35,8,4,1,1,1,0,0,4,4,岸田,2026/03/29,阪神,0,2026RS
