wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
,奥川 恭伸,6,90,24,7,0,2,0,0,0,0,0,中村,2025/03/28,巨人,1,2025RS
,石山 泰稚,1,15,3,0,0,1,0,0,0,0,0,中村,2025/03/28,巨人,0,2025RS
,山本 大貴,0.0,16,3,2,1,0,1,0,0,2,2,中村,2025/03/28,巨人,0,2025RS
H,木澤 尚文,1,10,3,1,0,0,0,0,0,0,0,中村,2025/03/28,巨人,0,2025RS
,田口 麗斗,1,31,9,5,0,1,0,1,0,3,3,中村,2025/03/28,巨人,0,2025RS
L,清水 昇,0.2,11,4,2,0,1,0,0,0,1,1,中村,2025/03/28,巨人,0,2025RS
L,吉村 貢司郎,1.1,38,12,6,0,0,0,0,0,7,4,中村,2025/03/29,巨人,1,2025RS
,金久保 優斗,1.2,35,19,4,1,0,1,0,0,3,3,中村,2025/03/29,巨人,0,2025RS
,金久保 優斗,1,22,5,2,1,1,0,0,0,2,2,松本直,2025/03/29,巨人,0,2025RS
,阪口 皓亮,1,28,5,0,0,1,1,1,0,0,0,松本直,2025/03/29,巨人,0,2025RS
,荘司 宏太,1,17,4,1,0,2,0,0,0,0,0,松本直,2025/03/29,巨人,0,2025RS
,長谷川 宙輝,1,21,5,0,0,0,2,0,0,0,0,松本直,2025/03/29,巨人,0,2025RS
,山本 大貴,1,7,3,0,0,0,0,0,0,0,0,松本直,2025/03/29,巨人,0,2025RS
L,高橋 奎二,4,92,19,4,0,4,3,0,0,2,2,松本直,2025/03/30,巨人,1,2025RS
,長谷川 宙輝,0.0,2,2,1,0,0,0,1,0,0,0,松本直,2025/03/30,巨人,0,2025RS
,木澤 尚文,1,20,4,0,0,1,1,0,0,0,0,松本直,2025/03/30,巨人,0,2025RS
,清水 昇,1,11,3,0,0,1,0,0,0,0,0,松本直,2025/03/30,巨人,0,2025RS
,荘司 宏太,1,22,5,1,0,3,1,0,0,0,0,松本直,2025/03/30,巨人,0,2025RS
,小澤 怜史,1,24,5,2,0,0,0,0,0,1,1,松本直,2025/03/30,巨人,0,2025RS
