wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
W,金村 尚真,9,105,31,6,0,4,1,0,0,0,0,田宮,2025/03/28,西武,1,2025RS
,加藤 貴之,6,85,25,6,0,2,0,0,0,1,0,郡司,2025/03/29,西武,1,2025RS
H,池田 隆英,1,7,3,0,0,0,0,0,0,0,0,郡司,2025/03/29,西武,0,2025RS
,杉浦 稔大,0.2,21,5,2,0,2,1,0,0,1,1,郡司,2025/03/29,西武,0,2025RS
H,河野 竜生,0.1,4,1,0,0,0,0,0,0,0,0,郡司,2025/03/29,西武,0,2025RS
W,福谷 浩司,1,9,3,0,0,0,0,0,0,0,0,郡司,2025/03/29,西武,0,2025RS
S,田中 正義,1,9,3,0,0,1,0,0,0,0,0,伏見,2025/03/29,西武,0,2025RS
W,バーヘイゲン,5,55,19,4,1,2,0,0,0,2,2,田宮,2025/03/30,西武,1,2025RS
,松岡 洸希,1,17,5,2,0,1,0,0,0,0,0,田宮,2025/03/30,西武,0,2025RS
,宮西 尚生,1,11,3,0,0,0,0,0,0,0,0,田宮,2025/03/30,西武,0,2025RS
,山本 拓実,0.2,21,6,3,0,0,1,0,0,3,2,田宮,2025/03/30,西武,0,2025RS
H,河野 竜生,0.1,10,2,0,0,1,1,0,0,0,0,田宮,2025/03/30,西武,0,2025RS
S,齋藤 友貴哉,1,9,3,0,0,0,0,0,0,0,0,田宮,2025/03/30,西武,0,2025RS
L,伊藤 大海,5,97,25,9,2,4,1,0,0,5,5,伏見,2025/04/01,ソフトバンク,1,2025RS
,山本 拓実,2,32,7,0,0,3,1,0,0,0,0,伏見,2025/04/01,ソフトバンク,0,2025RS
,杉浦 稔大,1,12,3,0,0,0,0,0,0,0,0,伏見,2025/04/01,ソフトバンク,0,2025RS
,池田 隆英,1,12,4,1,0,0,0,0,0,0,0,伏見,2025/04/01,ソフトバンク,0,2025RS
W,北山 亘基,5.0,97,23,6,0,4,4,0,0,1,1,郡司,2025/04/02,ソフトバンク,1,2025RS
H,福谷 浩司,0.2,17,3,1,0,1,0,0,0,0,0,郡司,2025/04/02,ソフトバンク,0,2025RS
H,宮西 尚生,0.1,6,1,0,0,0,0,0,0,0,0,郡司,2025/04/02,ソフトバンク,0,2025RS
H,河野 竜生,1,18,4,0,0,1,1,0,0,0,0,郡司,2025/04/02,ソフトバンク,0,2025RS
H,池田 隆英,1,6,3,0,0,0,0,0,0,0,0,伏見,2025/04/02,ソフトバンク,0,2025RS
S,田中 正義,1,10,3,0,0,1,0,0,0,0,0,伏見,2025/04/02,ソフトバンク,0,2025RS
L,山崎 福也,6,89,24,8,0,3,0,0,0,3,2,伏見,2025/04/04,オリックス,1,2025RS
,松岡 洸希,1,26,5,1,1,2,1,0,0,1,1,伏見,2025/04/04,オリックス,0,2025RS
,杉浦 稔大,1,12,3,0,0,1,0,0,0,0,0,伏見,2025/04/04,オリックス,0,2025RS
,山本 拓実,1,17,4,0,0,2,1,0,0,0,0,郡司,2025/04/04,オリックス,0,2025RS
L,金村 尚真,4,75,20,7,1,2,2,0,0,5,5,田宮,2025/04/05,オリックス,1,2025RS
,山本 拓実,1,32,7,3,0,1,1,0,0,2,2,田宮,2025/04/05,オリックス,0,2025RS
,松岡 洸希,2,53,12,5,0,2,1,0,0,3,2,田宮,2025/04/05,オリックス,0,2025RS
,福谷 浩司,1,10,3,0,0,1,0,0,0,0,0,田宮,2025/04/05,オリックス,0,2025RS
,齋藤 友貴哉,1,22,6,1,0,1,2,0,0,1,1,田宮,2025/04/05,オリックス,0,2025RS
L,バーヘイゲン,6,103,26,7,1,5,1,0,1,5,5,田宮,2025/04/06,オリックス,1,2025RS
,宮西 尚生,1,14,5,2,0,0,0,0,0,1,1,田宮,2025/04/06,オリックス,0,2025RS
,杉浦 稔大,1,18,5,2,0,1,0,0,0,0,0,田宮,2025/04/06,オリックス,0,2025RS
,生田目 翼,1,10,3,0,0,0,0,0,0,0,0,田宮,2025/04/06,オリックス,0,2025RS
W,伊藤 大海,9,120,32,4,1,13,1,0,0,2,2,伏見,2025/04/08,楽天,1,2025RS
W,加藤 貴之,5.1,70,22,7,0,1,0,0,0,1,1,郡司,2025/04/09,楽天,1,2025RS
,福谷 浩司,0.2,10,3,1,0,0,0,0,0,0,0,郡司,2025/04/09,楽天,0,2025RS
H,柳川 大晟,1,16,3,0,0,1,1,0,0,0,0,郡司,2025/04/09,楽天,0,2025RS
,河野 竜生,1,13,3,0,0,0,0,1,0,0,0,郡司,2025/04/09,楽天,0,2025RS
,齋藤 友貴哉,1,30,5,1,0,1,1,0,0,1,1,郡司,2025/04/09,楽天,0,2025RS
W,北山 亘基,6,109,24,2,0,8,3,1,0,0,0,田宮,2025/04/10,楽天,1,2025RS
,生田目 翼,1,9,3,0,0,1,0,0,0,0,0,田宮,2025/04/10,楽天,0,2025RS
,宮西 尚生,1,21,5,1,0,0,1,0,0,0,0,田宮,2025/04/10,楽天,0,2025RS
,杉浦 稔大,1,13,3,0,0,0,1,0,0,0,0,田宮,2025/04/10,楽天,0,2025RS
