wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
,宮城 大弥,8,98,26,2,0,7,0,0,0,1,1,若月,2025/03/28,楽天,1,2025RS
W,マチャド,1,22,6,3,0,2,0,0,0,1,1,若月,2025/03/28,楽天,0,2025RS
,九里 亜蓮,6,111,27,7,0,1,5,0,1,2,2,若月,2025/03/29,楽天,1,2025RS
,博志,1,11,3,0,0,0,0,0,0,0,0,若月,2025/03/29,楽天,0,2025RS
,古田島 成龍,1,16,3,0,0,3,0,0,0,0,0,若月,2025/03/29,楽天,0,2025RS
H,マチャド,1,16,4,1,0,1,0,0,0,0,0,若月,2025/03/29,楽天,0,2025RS
L,山田 修義,0.1,10,3,1,0,0,1,0,0,2,2,若月,2025/03/29,楽天,0,2025RS
,山崎 颯一郎,0.2,19,4,2,0,1,0,0,0,1,1,若月,2025/03/29,楽天,0,2025RS
W,高島 泰都,5,74,21,7,0,0,1,0,0,1,1,福永,2025/03/30,楽天,1,2025RS
,博志,1,12,4,1,0,2,0,0,0,0,0,福永,2025/03/30,楽天,0,2025RS
,古田島 成龍,1,12,4,1,0,1,0,0,0,0,0,若月,2025/03/30,楽天,0,2025RS
,ペルドモ,1,28,6,1,0,1,2,0,0,0,0,若月,2025/03/30,楽天,0,2025RS
,平野 佳寿,1,10,4,1,0,0,0,0,0,0,0,若月,2025/03/30,楽天,0,2025RS
W,曽谷 龍平,6,101,26,4,0,5,3,0,0,1,0,若月,2025/04/02,ロッテ,1,2025RS
H,古田島 成龍,1,29,7,2,0,1,2,0,0,1,1,若月,2025/04/02,ロッテ,0,2025RS
H,ペルドモ,1,11,3,1,0,0,0,0,0,0,0,若月,2025/04/02,ロッテ,0,2025RS
S,マチャド,1,23,4,1,0,1,0,0,0,0,0,若月,2025/04/02,ロッテ,0,2025RS
,エスピノーザ,5.1,89,22,4,0,4,2,0,0,2,2,若月,2025/04/03,ロッテ,1,2025RS
H,博志,0.2,7,2,0,0,0,0,0,0,0,0,若月,2025/04/03,ロッテ,0,2025RS
W,山田 修義,1,22,5,1,0,2,1,0,0,0,0,若月,2025/04/03,ロッテ,0,2025RS
H,ペルドモ,1,11,4,1,0,1,0,0,0,0,0,若月,2025/04/03,ロッテ,0,2025RS
S,平野 佳寿,1,21,5,1,0,1,1,0,0,0,0,若月,2025/04/03,ロッテ,0,2025RS
W,宮城 大弥,8,108,31,7,2,9,1,0,0,3,3,若月,2025/04/04,日本ハム,1,2025RS
S,マチャド,1,14,4,0,0,1,1,0,0,0,0,若月,2025/04/04,日本ハム,0,2025RS
W,九里 亜蓮,8,106,28,5,1,6,0,0,0,1,1,若月,2025/04/05,日本ハム,1,2025RS
,山崎 颯一郎,1,16,4,1,0,1,0,0,0,0,0,若月,2025/04/05,日本ハム,0,2025RS
,高島 泰都,3,57,15,4,1,3,2,0,0,2,2,福永,2025/04/06,日本ハム,1,2025RS
H,山田 修義,1,11,3,0,0,1,0,0,0,0,0,福永,2025/04/06,日本ハム,0,2025RS
W,山崎 颯一郎,1,32,6,2,0,2,1,0,0,2,2,福永,2025/04/06,日本ハム,0,2025RS
H,博志,1,19,5,2,0,0,0,0,0,0,0,若月,2025/04/06,日本ハム,0,2025RS
H,古田島 成龍,1,10,3,0,0,1,0,0,0,0,0,若月,2025/04/06,日本ハム,0,2025RS
H,ペルドモ,1,9,3,0,0,0,0,0,0,0,0,若月,2025/04/06,日本ハム,0,2025RS
S,マチャド,1,10,3,0,0,1,0,0,0,0,0,若月,2025/04/06,日本ハム,0,2025RS
L,椋木 蓮,5,77,23,6,0,1,3,0,0,3,1,福永,2025/04/08,ソフトバンク,1,2025RS
,川瀬 堅斗,3,49,12,4,0,2,0,0,0,2,2,福永,2025/04/08,ソフトバンク,0,2025RS
,山田 修義,1,15,4,0,0,0,1,0,0,0,0,福永,2025/04/08,ソフトバンク,0,2025RS
,曽谷 龍平,6,98,25,5,0,5,2,0,0,2,1,若月,2025/04/09,ソフトバンク,1,2025RS
,古田島 成龍,1,12,3,0,0,1,0,0,0,0,0,若月,2025/04/09,ソフトバンク,0,2025RS
,博志,0.0,14,4,4,0,0,0,0,0,3,3,若月,2025/04/09,ソフトバンク,0,2025RS
H,ペルドモ,1,23,4,1,0,0,1,0,0,0,0,若月,2025/04/09,ソフトバンク,0,2025RS
L,平野 佳寿,0.1,16,5,3,1,0,1,0,0,4,4,若月,2025/04/09,ソフトバンク,0,2025RS
,井口 和朋,0.2,11,4,2,0,0,0,0,0,1,1,若月,2025/04/09,ソフトバンク,0,2025RS
,エスピノーザ,7,118,27,4,0,9,3,0,0,1,1,若月,2025/04/10,ソフトバンク,1,2025RS
H,ペルドモ,1,12,4,1,0,0,0,0,0,0,0,若月,2025/04/10,ソフトバンク,0,2025RS
H,マチャド,1,9,3,0,0,1,0,0,0,0,0,若月,2025/04/10,ソフトバンク,0,2025RS
H,山田 修義,1,23,4,2,0,0,0,0,0,0,0,若月,2025/04/10,ソフトバンク,0,2025RS
H,古田島 成龍,1,27,5,1,0,0,1,0,0,0,0,若月,2025/04/10,ソフトバンク,0,2025RS
,博志,1,16,4,0,0,1,1,0,0,0,0,若月,2025/04/10,ソフトバンク,0,2025RS
W,田嶋 大樹,5,87,21,7,0,3,0,0,0,0,0,若月,2025/04/11,楽天,1,2025RS
,阿部 翔太,0.2,18,5,3,0,0,0,0,0,1,1,若月,2025/04/11,楽天,0,2025RS
H,山田 修義,1.1,19,4,0,0,2,0,0,0,0,0,若月,2025/04/11,楽天,0,2025RS
H,博志,1,21,4,1,0,0,1,0,0,0,0,若月,2025/04/11,楽天,0,2025RS
S,マチャド,1,13,3,0,0,2,0,0,0,0,0,若月,2025/04/11,楽天,0,2025RS
W,九里 亜蓮,8,114,32,6,0,9,3,0,0,0,0,若月,2025/04/12,楽天,1,2025RS
,古田島 成龍,1,21,5,2,0,0,0,0,0,2,2,若月,2025/04/12,楽天,0,2025RS
W,宮城 大弥,8,132,31,5,0,6,1,0,0,1,1,若月,2025/04/13,楽天,1,2025RS
,川瀬 堅斗,1,12,4,1,0,1,0,0,0,0,0,若月,2025/04/13,楽天,0,2025RS
W,高島 泰都,7,106,27,4,0,4,1,0,0,0,0,福永,2025/04/15,西武,1,2025RS
H,ペルドモ,1,10,3,0,0,0,0,0,0,0,0,若月,2025/04/15,西武,0,2025RS
S,マチャド,1,18,4,0,0,0,1,0,0,0,0,若月,2025/04/15,西武,0,2025RS
L,曽谷 龍平,5,87,23,9,1,4,1,0,0,3,3,若月,2025/04/16,西武,1,2025RS
,井口 和朋,1,26,5,2,0,1,0,0,0,1,0,若月,2025/04/16,西武,0,2025RS
,阿部 翔太,1,20,4,1,0,1,0,0,0,0,0,若月,2025/04/16,西武,0,2025RS
,片山 楽生,2,26,10,4,0,1,0,0,0,1,1,若月,2025/04/16,西武,0,2025RS
,エスピノーザ,6,95,28,8,0,6,2,0,0,2,2,若月,2025/04/17,西武,1,2025RS
L,古田島 成龍,1,20,6,2,0,0,1,0,0,1,1,若月,2025/04/17,西武,0,2025RS
,山田 修義,0.1,13,4,2,0,0,1,0,0,0,0,若月,2025/04/17,西武,0,2025RS
,博志,0.2,10,2,0,0,0,0,0,0,0,0,若月,2025/04/17,西武,0,2025RS
,川瀬 堅斗,1,19,6,2,0,1,1,0,0,0,0,福永,2025/04/17,西武,0,2025RS
W,九里 亜蓮,9,107,32,6,0,5,1,0,0,1,1,若月,2025/04/18,日本ハム,1,2025RS
,椋木 蓮,4.1,72,21,6,0,2,2,0,0,2,2,福永,2025/04/19,日本ハム,1,2025RS
H,博志,0.2,7,2,0,0,0,0,0,0,0,0,福永,2025/04/19,日本ハム,0,2025RS
H,古田島 成龍,1,12,4,0,0,0,1,0,0,0,0,福永,2025/04/19,日本ハム,0,2025RS
H,山田 修義,1,7,3,0,0,1,0,0,0,0,0,福永,2025/04/19,日本ハム,0,2025RS
L,ペルドモ,0.2,16,6,3,1,1,1,0,0,4,4,若月,2025/04/19,日本ハム,0,2025RS
,阿部 翔太,0.1,6,2,1,1,1,0,0,0,1,1,若月,2025/04/19,日本ハム,0,2025RS
,川瀬 堅斗,1,10,3,0,0,0,0,0,0,0,0,若月,2025/04/19,日本ハム,0,2025RS
,宮城 大弥,6,118,26,5,0,5,2,1,0,0,0,福永,2025/04/20,日本ハム,1,2025RS
L,山田 修義,0.2,12,3,1,0,1,0,0,0,1,1,若月,2025/04/20,日本ハム,0,2025RS
,博志,0.0,9,2,0,0,0,2,0,0,0,0,若月,2025/04/20,日本ハム,0,2025RS
,川瀬 堅斗,1.1,18,6,1,0,1,1,0,0,0,0,若月,2025/04/20,日本ハム,0,2025RS
,マチャド,1,27,5,1,0,3,1,0,0,1,0,若月,2025/04/20,日本ハム,0,2025RS
,田嶋 大樹,6.2,114,28,7,1,6,1,0,0,3,3,若月,2025/04/22,ソフトバンク,1,2025RS
H,古田島 成龍,0.1,2,1,1,0,0,0,0,0,0,0,若月,2025/04/22,ソフトバンク,0,2025RS
H,ペルドモ,1,14,5,1,0,1,1,0,0,0,0,若月,2025/04/22,ソフトバンク,0,2025RS
,マチャド,1,32,8,4,0,1,1,0,0,2,2,若月,2025/04/22,ソフトバンク,0,2025RS
H,川瀬 堅斗,1,18,6,0,0,2,1,1,0,0,0,若月,2025/04/22,ソフトバンク,0,2025RS
H,山田 修義,1,10,3,0,0,1,0,0,0,0,0,若月,2025/04/22,ソフトバンク,0,2025RS
,阿部 翔太,1,23,5,1,0,1,1,0,0,0,0,若月,2025/04/22,ソフトバンク,0,2025RS
L,曽谷 龍平,4,68,20,9,1,3,1,0,0,5,5,若月,2025/04/23,ソフトバンク,1,2025RS
,川瀬 堅斗,1,8,3,0,0,1,0,0,0,0,0,若月,2025/04/23,ソフトバンク,0,2025RS
,権田 琉成,2,42,10,3,0,2,0,1,0,1,1,若月,2025/04/23,ソフトバンク,0,2025RS
,阿部 翔太,1,12,3,0,0,2,0,0,0,0,0,若月,2025/04/23,ソフトバンク,0,2025RS
,九里 亜蓮,6,123,28,7,0,5,2,1,0,2,2,若月,2025/04/25,西武,1,2025RS
,山崎 颯一郎,1,17,4,0,0,1,0,1,0,0,0,若月,2025/04/25,西武,0,2025RS
,阿部 翔太,1,14,3,0,0,2,0,0,0,0,0,若月,2025/04/25,西武,0,2025RS
W,山田 修義,1,27,4,0,0,3,1,0,0,0,0,若月,2025/04/25,西武,0,2025RS
,マチャド,1,15,3,0,0,1,0,0,0,0,0,若月,2025/04/25,西武,0,2025RS
L,エスピノーザ,4,89,23,9,1,3,2,0,0,3,3,若月,2025/04/26,西武,1,2025RS
,川瀬 堅斗,1,14,3,0,0,0,0,0,0,0,0,若月,2025/04/26,西武,0,2025RS
,椋木 蓮,2,22,7,2,0,1,0,0,0,0,0,若月,2025/04/26,西武,0,2025RS
,権田 琉成,1,16,3,0,0,1,0,0,0,0,0,若月,2025/04/26,西武,0,2025RS
,高島 泰都,4,58,17,6,0,1,0,0,0,2,2,福永,2025/04/27,西武,1,2025RS
,富山 凌雅,1,20,5,1,0,0,1,0,0,0,0,福永,2025/04/27,西武,0,2025RS
,山崎 颯一郎,1,12,3,1,0,0,0,0,0,0,0,福永,2025/04/27,西武,0,2025RS
H,川瀬 堅斗,1,14,3,0,0,1,0,0,0,0,0,若月,2025/04/27,西武,0,2025RS
H,ペルドモ,1,11,3,0,0,1,0,0,0,0,0,若月,2025/04/27,西武,0,2025RS
L,マチャド,0.2,12,5,2,0,0,1,0,0,1,1,若月,2025/04/27,西武,0,2025RS
,宮城 大弥,8,115,31,7,0,10,0,0,0,2,1,若月,2025/04/29,ロッテ,1,2025RS
W,ペルドモ,1,6,3,0,0,1,0,0,0,0,0,若月,2025/04/29,ロッテ,0,2025RS
W,田嶋 大樹,9,101,30,2,0,9,0,0,0,0,0,若月,2025/04/30,ロッテ,1,2025RS
W,曽谷 龍平,7,116,27,4,0,7,2,0,0,0,0,福永,2025/05/03,楽天,1,2025RS
,川瀬 堅斗,1,12,3,0,0,0,0,0,0,0,0,若月,2025/05/03,楽天,0,2025RS
,阿部 翔太,1,25,6,1,0,1,2,0,0,0,0,若月,2025/05/03,楽天,0,2025RS
L,高島 泰都,1.0,40,8,4,0,0,0,1,0,4,4,若月,2025/05/04,楽天,1,2025RS
,富山 凌雅,1,15,4,1,0,1,0,0,0,0,0,若月,2025/05/04,楽天,0,2025RS
,博志,2,36,10,3,1,1,1,0,0,2,2,若月,2025/05/04,楽天,0,2025RS
,椋木 蓮,1,31,8,5,0,0,1,0,0,4,4,若月,2025/05/04,楽天,0,2025RS
,椋木 蓮,1,17,7,4,0,0,0,0,0,3,3,福永,2025/05/04,楽天,0,2025RS
,権田 琉成,2,34,9,3,0,1,0,0,0,1,1,福永,2025/05/04,楽天,0,2025RS
W,九里 亜蓮,8,131,29,4,0,4,4,0,0,0,0,若月,2025/05/05,日本ハム,1,2025RS
S,マチャド,1,7,3,0,0,1,0,0,0,0,0,若月,2025/05/05,日本ハム,0,2025RS
L,東 晃平,1.1,35,9,5,0,0,1,0,0,3,3,若月,2025/05/06,日本ハム,1,2025RS
,川瀬 堅斗,2.2,44,9,0,0,2,1,0,0,0,0,若月,2025/05/06,日本ハム,0,2025RS
,山岡 泰輔,1,6,3,0,0,0,0,0,0,0,0,若月,2025/05/06,日本ハム,0,2025RS
,山崎 颯一郎,1,32,6,2,1,0,1,0,0,2,2,若月,2025/05/06,日本ハム,0,2025RS
,阿部 翔太,1,17,5,1,0,0,1,0,0,0,0,若月,2025/05/06,日本ハム,0,2025RS
,富山 凌雅,1,9,5,2,1,0,0,0,0,1,1,若月,2025/05/06,日本ハム,0,2025RS
,山田 修義,1,17,4,1,1,1,0,0,0,1,1,若月,2025/05/06,日本ハム,0,2025RS
,宮城 大弥,6,108,25,6,1,6,1,1,0,2,2,森,2025/05/07,日本ハム,1,2025RS
,古田島 成龍,1,14,3,0,0,2,0,0,0,0,0,森,2025/05/07,日本ハム,0,2025RS
,山岡 泰輔,1,22,5,1,0,1,1,0,0,0,0,森,2025/05/07,日本ハム,0,2025RS
H,マチャド,1,8,3,0,0,1,0,0,0,0,0,森,2025/05/07,日本ハム,0,2025RS
H,ペルドモ,2,21,7,1,0,0,1,0,0,0,0,森,2025/05/07,日本ハム,0,2025RS
,山田 修義,1,23,6,2,0,0,1,0,0,0,0,森,2025/05/07,日本ハム,0,2025RS
L,エスピノーザ,5.0,91,22,4,0,0,4,0,0,3,3,森,2025/05/09,ソフトバンク,1,2025RS
,富山 凌雅,0.0,9,2,0,0,0,2,0,0,2,2,森,2025/05/09,ソフトバンク,0,2025RS
,川瀬 堅斗,0.2,30,7,4,0,1,1,0,0,5,5,森,2025/05/09,ソフトバンク,0,2025RS
,権田 琉成,0.1,15,2,2,0,0,0,0,0,0,0,森,2025/05/09,ソフトバンク,0,2025RS
,権田 琉成,1,23,6,2,0,1,1,0,0,1,1,福永,2025/05/09,ソフトバンク,0,2025RS
,山崎 颯一郎,1,20,5,1,0,2,1,0,0,0,0,福永,2025/05/09,ソフトバンク,0,2025RS
,阿部 翔太,1,13,3,1,0,1,0,0,0,0,0,福永,2025/05/09,ソフトバンク,0,2025RS
W,曽谷 龍平,7,105,26,2,0,5,3,1,0,0,0,福永,2025/05/10,ソフトバンク,1,2025RS
,古田島 成龍,1,12,4,1,0,1,0,0,0,0,0,福永,2025/05/10,ソフトバンク,0,2025RS
,山岡 泰輔,0.1,21,5,3,0,0,1,0,0,1,1,若月,2025/05/10,ソフトバンク,0,2025RS
S,マチャド,0.2,11,2,0,0,2,0,0,0,0,0,若月,2025/05/10,ソフトバンク,0,2025RS
L,田嶋 大樹,6,93,27,9,2,5,0,0,0,5,5,若月,2025/05/11,ソフトバンク,1,2025RS
,山崎 颯一郎,1,14,4,0,0,0,1,0,0,0,0,若月,2025/05/11,ソフトバンク,0,2025RS
,本田 圭佑,1,32,6,2,0,2,1,0,0,2,2,若月,2025/05/11,ソフトバンク,0,2025RS
,阿部 翔太,1,17,4,0,0,0,1,0,0,0,0,若月,2025/05/11,ソフトバンク,0,2025RS
L,九里 亜蓮,6.1,112,27,8,0,9,1,1,0,6,6,若月,2025/05/13,日本ハム,1,2025RS
,山崎 颯一郎,1.2,34,8,2,1,4,1,0,0,1,1,若月,2025/05/13,日本ハム,0,2025RS
